id,name,content_type_id,codename
227,Can delete Medio_seguimiento,57,delete_medio_seguimiento
228,Can view Medio_seguimiento,57,view_medio_seguimiento
229,Can add Objetivo_servicio,58,add_objetivo_servicio
230,Can change Objetivo_servicio,58,change_objetivo_servicio
231,Can delete Objetivo_servicio,58,delete_objetivo_servicio
232,Can view Objetivo_servicio,58,view_objetivo_servicio
233,Can add Perfil,59,add_perfil
234,Can change Perfil,59,change_perfil
235,Can delete Perfil,59,delete_perfil
236,Can view Perfil,59,view_perfil
237,Can add Persona,60,add_persona
238,Can change Persona,60,change_persona
239,Can delete Persona,60,delete_persona
240,Can view Persona,60,view_persona
241,Can add Pregunta_encuesta,61,add_pregunta_encuesta
242,Can change Pregunta_encuesta,61,change_pregunta_encuesta
243,Can delete Pregunta_encuesta,61,delete_pregunta_encuesta
244,Can view Pregunta_encuesta,61,view_pregunta_encuesta
245,Can add Pregunta_seguimiento,62,add_pregunta_seguimiento
246,Can change Pregunta_seguimiento,62,change_pregunta_seguimiento
247,Can delete Pregunta_seguimiento,62,delete_pregunta_seguimiento
248,Can view Pregunta_seguimiento,62,view_pregunta_seguimiento
249,Can add Solicitante_servicio,63,add_solicitante_servicio
250,Can change Solicitante_servicio,63,change_solicitante_servicio
251,Can delete Solicitante_servicio,63,delete_solicitante_servicio
252,Can view Solicitante_servicio,63,view_solicitante_servicio
253,Can add Tema,64,add_tema
254,Can change Tema,64,change_tema
255,Can delete Tema,64,delete_tema
256,Can view Tema,64,view_tema
257,Can add Tipo_cargo,65,add_tipo_cargo
258,Can change Tipo_cargo,65,change_tipo_cargo
259,Can delete Tipo_cargo,65,delete_tipo_cargo
260,Can view Tipo_cargo,65,view_tipo_cargo
261,Can add Tipo_Discapacidad,66,add_tipo_discapacidad
262,Can change Tipo_Discapacidad,66,change_tipo_discapacidad
263,Can delete Tipo_Discapacidad,66,delete_tipo_discapacidad
264,Can view Tipo_Discapacidad,66,view_tipo_discapacidad
265,Can add Tipo_medio,67,add_tipo_medio
266,Can change Tipo_medio,67,change_tipo_medio
267,Can delete Tipo_medio,67,delete_tipo_medio
268,Can view Tipo_medio,67,view_tipo_medio
269,Can add Tipo_reporte,68,add_tipo_reporte
270,Can change Tipo_reporte,68,change_tipo_reporte
271,Can delete Tipo_reporte,68,delete_tipo_reporte
272,Can view Tipo_reporte,68,view_tipo_reporte
273,Can add Tipo_resultado,69,add_tipo_resultado
274,Can change Tipo_resultado,69,change_tipo_resultado
275,Can delete Tipo_resultado,69,delete_tipo_resultado
276,Can view Tipo_resultado,69,view_tipo_resultado
277,Can add Tipo_vivienda,70,add_tipo_vivienda
278,Can change Tipo_vivienda,70,change_tipo_vivienda
279,Can delete Tipo_vivienda,70,delete_tipo_vivienda
280,Can view Tipo_vivienda,70,view_tipo_vivienda
281,Can add Turno,71,add_turno
282,Can change Turno,71,change_turno
283,Can delete Turno,71,delete_turno
284,Can view Turno,71,view_turno
285,Can add Tipo_servicio,72,add_tipo_servicio
286,Can change Tipo_servicio,72,change_tipo_servicio
287,Can delete Tipo_servicio,72,delete_tipo_servicio
288,Can view Tipo_servicio,72,view_tipo_servicio
289,Can add Subtema,73,add_subtema
290,Can change Subtema,73,change_subtema
291,Can delete Subtema,73,delete_subtema
292,Can view Subtema,73,view_subtema
293,Can add Seguimiento,74,add_seguimiento
294,Can change Seguimiento,74,change_seguimiento
295,Can delete Seguimiento,74,delete_seguimiento
296,Can view Seguimiento,74,view_seguimiento
297,Can add Resultado,75,add_resultado
298,Can change Resultado,75,change_resultado
299,Can delete Resultado,75,delete_resultado
300,Can view Resultado,75,view_resultado
301,Can add Respuesta_seguimiento,76,add_respuesta_seguimiento
302,Can change Respuesta_seguimiento,76,change_respuesta_seguimiento
303,Can delete Respuesta_seguimiento,76,delete_respuesta_seguimiento
304,Can view Respuesta_seguimiento,76,view_respuesta_seguimiento
305,Can add Respuesta_encuesta,77,add_respuesta_encuesta
306,Can change Respuesta_encuesta,77,change_respuesta_encuesta
307,Can delete Respuesta_encuesta,77,delete_respuesta_encuesta
308,Can view Respuesta_encuesta,77,view_respuesta_encuesta
309,Can add Relacion_persona_expediente,78,add_relacion_persona_expediente
310,Can change Relacion_persona_expediente,78,change_relacion_persona_expediente
311,Can delete Relacion_persona_expediente,78,delete_relacion_persona_expediente
312,Can view Relacion_persona_expediente,78,view_relacion_persona_expediente
313,Can add Relacion_persona_citacion,79,add_relacion_persona_citacion
314,Can change Relacion_persona_citacion,79,change_relacion_persona_citacion
315,Can delete Relacion_persona_citacion,79,delete_relacion_persona_citacion
316,Can view Relacion_persona_citacion,79,view_relacion_persona_citacion
317,Can add Localidad,80,add_localidad
318,Can change Localidad,80,change_localidad
319,Can delete Localidad,80,delete_localidad
320,Can view Localidad,80,view_localidad
321,Can add Historico,81,add_historico
322,Can change Historico,81,change_historico
323,Can delete Historico,81,delete_historico
324,Can view Historico,81,view_historico
325,Can add Hechos,82,add_hechos
326,Can change Hechos,82,change_hechos
327,Can delete Hechos,82,delete_hechos
328,Can view Hechos,82,view_hechos
329,Can add API key,83,add_apikey
330,Can change API key,83,change_apikey
331,Can delete API key,83,delete_apikey
332,Can view API key,83,view_apikey
333,Can add Estado,51,add_estado_expediente
334,Can change Estado,51,change_estado_expediente
335,Can delete Estado,51,delete_estado_expediente
336,Can view Estado,51,view_estado_expediente
337,Can add finalidad_servicio,84,add_finalidad_servicio
338,Can change finalidad_servicio,84,change_finalidad_servicio
339,Can delete finalidad_servicio,84,delete_finalidad_servicio
340,Can view finalidad_servicio,84,view_finalidad_servicio
341,Can add Consecutivo_resultado,85,add_consecutivo_resultado
342,Can change Consecutivo_resultado,85,change_consecutivo_resultado
343,Can delete Consecutivo_resultado,85,delete_consecutivo_resultado
344,Can view Consecutivo_resultado,85,view_consecutivo_resultado
345,Can add Categoria_resultado,85,add_categoria_resultado
346,Can change Categoria_resultado,85,change_categoria_resultado
347,Can delete Categoria_resultado,85,delete_categoria_resultado
348,Can view Categoria_resultado,85,view_categoria_resultado
